id,Station_ID,Station Name,SampleDate,SampleTime,parameter,qualifier,Result,unit,method,type,County,Description,Status,Beach Name,Latitude,Longitude,CreateDate
5188,IB-068,IB-068,2026-08-20,07:49:00,Enterococcus,=,1207,Copies/100ml,ddPCR,,San Diego,Silver Strand - Guard Shack,,Silver Strand State Beach,32.626401,-117.139424,2026-08-20
5189,IB-079,IB-079,2026-08-20,07:27:00,Enterococcus,=,463,Copies/100ml,ddPCR,,San Diego,Avenida Lunar,,Coronado City Beaches,32.674066,-117.172300,2026-08-20
5201,EH-080,EH-080,2026-08-20,07:13:00,Enterococcus,=,867,Copies/100ml,ddPCR,,San Diego,Glorietta Bay,,San Diego Bay,32.675214,-117.168181,2026-08-20
5190,EH-050,EH-050,2026-08-20,06:59:00,Enterococcus,=,579,Copies/100ml,ddPCR,,San Diego,Coronado Main Lifeguard Tower,,Coronado City Beaches,32.681840,-117.185260,2026-08-20
5191,EH-060,EH-060,2026-08-20,06:38:00,Enterococcus,=,725,Copies/100ml,ddPCR,,San Diego,Coronado North Beach,,Coronado City Beaches,32.685586,-117.194319,2026-08-20
5138,EH-120,EH-120,2026-08-19,08:41:00,Enterococcus,<,195,Copies/100ml,ddPCR,,San Diego,Bayside Park (J Street),,San Diego Bay,32.628802,-117.108094,2026-08-19
5122,IB-050,IB-050,2026-08-19,08:06:00,Enterococcus,=,1161,Copies/100ml,ddPCR,,San Diego,End of Seacoast Dr,,Imperial Beach Municipal Beach,32.566577,-117.133205,2026-08-19
5123,EH-010,EH-010,2026-08-19,07:56:00,Enterococcus,=,1575,Copies/100ml,ddPCR,,San Diego,Cortez Ave,,Imperial Beach Municipal Beach,32.572665,-117.133201,2026-08-19
5124,EH-030,EH-030,2026-08-19,07:47:00,Enterococcus,=,1440,Copies/100ml,ddPCR,,San Diego,Imperial Beach Pier,,Imperial Beach Municipal Beach,32.578750,-117.133186,2026-08-19
5125,IB-060,IB-060,2026-08-19,07:37:00,Enterococcus,=,652,Copies/100ml,ddPCR,,San Diego,Carnation Ave.,,Imperial Beach Municipal Beach,32.585679,-117.133049,2026-08-19
5126,IB-068,IB-068,2026-08-19,07:19:00,Enterococcus,=,1201,Copies/100ml,ddPCR,,San Diego,Silver Strand - Guard Shack,,Silver Strand State Beach,32.626401,-117.139424,2026-08-19
5127,IB-079,IB-079,2026-08-19,07:02:00,Enterococcus,=,1497,Copies/100ml,ddPCR,,San Diego,Avenida Lunar,,Coronado City Beaches,32.674066,-117.172300,2026-08-19
5128,EH-050,EH-050,2026-08-19,06:50:00,Enterococcus,=,2155,Copies/100ml,ddPCR,,San Diego,Coronado Main Lifeguard Tower,,Coronado City Beaches,32.681840,-117.185260,2026-08-19
5129,EH-060,EH-060,2026-08-19,06:32:00,Enterococcus,=,1662,Copies/100ml,ddPCR,,San Diego,Coronado North Beach,,Coronado City Beaches,32.685586,-117.194319,2026-08-19
5537,IB-060,IB-060,2026-08-18,10:20:00,Total Coliforms,<,20,CFU/100ml,MF,,San Diego,Carnation Ave.,,Imperial Beach Municipal Beach,32.585679,-117.133049,2026-08-18
5538,IB-060,IB-060,2026-08-18,10:20:00,Fecal Coliforms,<,2,CFU/100ml,MF,,San Diego,Carnation Ave.,,Imperial Beach Municipal Beach,32.585679,-117.133049,2026-08-18
5539,IB-060,IB-060,2026-08-18,10:20:00,Enterococcus,=,2,CFU/100ml,MF,,San Diego,Carnation Ave.,,Imperial Beach Municipal Beach,32.585679,-117.133049,2026-08-18
5546,IB-050,IB-050,2026-08-18,09:43:00,Total Coliforms,<,20,CFU/100ml,MF,,San Diego,End of Seacoast Dr,,Imperial Beach Municipal Beach,32.566577,-117.133205,2026-08-18
5547,IB-050,IB-050,2026-08-18,09:43:00,Fecal Coliforms,<,2,CFU/100ml,MF,,San Diego,End of Seacoast Dr,,Imperial Beach Municipal Beach,32.566577,-117.133205,2026-08-18
5548,IB-050,IB-050,2026-08-18,09:43:00,Enterococcus,<,2,CFU/100ml,MF,,San Diego,End of Seacoast Dr,,Imperial Beach Municipal Beach,32.566577,-117.133205,2026-08-18
5540,IB-010,IB-010,2026-08-18,09:42:00,Total Coliforms,<,20,CFU/100ml,MF,,San Diego,Border Fence N Side,,Border Field State Park,32.535950,-117.124300,2026-08-18
5541,IB-010,IB-010,2026-08-18,09:42:00,Fecal Coliforms,<,2,CFU/100ml,MF,,San Diego,Border Fence N Side,,Border Field State Park,32.535950,-117.124300,2026-08-18
5542,IB-010,IB-010,2026-08-18,09:42:00,Enterococcus,=,2,CFU/100ml,MF,,San Diego,Border Fence N Side,,Border Field State Park,32.535950,-117.124300,2026-08-18
5534,IB-040,IB-040,2026-08-18,09:32:00,Total Coliforms,<,20,CFU/100ml,MF,,San Diego,3/4 mi. N of TJ River,,Tijuana Slough National Wildlife Refuge,32.562869,-117.132590,2026-08-18
5535,IB-040,IB-040,2026-08-18,09:32:00,Fecal Coliforms,=,4,CFU/100ml,MF,,San Diego,3/4 mi. N of TJ River,,Tijuana Slough National Wildlife Refuge,32.562869,-117.132590,2026-08-18
5536,IB-040,IB-040,2026-08-18,09:32:00,Enterococcus,=,4,CFU/100ml,MF,,San Diego,3/4 mi. N of TJ River,,Tijuana Slough National Wildlife Refuge,32.562869,-117.132590,2026-08-18
5531,IB-020,IB-020,2026-08-18,09:21:00,Total Coliforms,=,60,CFU/100ml,MF,,San Diego,Monument Rd.,,Border Field State Park,32.543410,-117.125228,2026-08-18
5532,IB-020,IB-020,2026-08-18,09:21:00,Fecal Coliforms,=,4,CFU/100ml,MF,,San Diego,Monument Rd.,,Border Field State Park,32.543410,-117.125228,2026-08-18
5533,IB-020,IB-020,2026-08-18,09:21:00,Enterococcus,=,6,CFU/100ml,MF,,San Diego,Monument Rd.,,Border Field State Park,32.543410,-117.125228,2026-08-18
5543,IB-030,IB-030,2026-08-18,09:11:00,Total Coliforms,=,40,CFU/100ml,MF,,San Diego,Tijuana Estuary mouth,,Tijuana Slough National Wildlife Refuge,32.555139,-117.129323,2026-08-18
5544,IB-030,IB-030,2026-08-18,09:11:00,Fecal Coliforms,<,2,CFU/100ml,MF,,San Diego,Tijuana Estuary mouth,,Tijuana Slough National Wildlife Refuge,32.555139,-117.129323,2026-08-18
5545,IB-030,IB-030,2026-08-18,09:11:00,Enterococcus,=,18,CFU/100ml,MF,,San Diego,Tijuana Estuary mouth,,Tijuana Slough National Wildlife Refuge,32.555139,-117.129323,2026-08-18
5549,IB-070,IB-070,2026-08-18,08:35:00,Total Coliforms,<,20,CFU/100ml,MF,,San Diego,Silver Strand N End (Ocean),,Silver Strand State Beach,32.635800,-117.143170,2026-08-18
5550,IB-070,IB-070,2026-08-18,08:35:00,Fecal Coliforms,<,2,CFU/100ml,MF,,San Diego,Silver Strand N End (Ocean),,Silver Strand State Beach,32.635800,-117.143170,2026-08-18
5551,IB-070,IB-070,2026-08-18,08:35:00,Enterococcus,<,2,CFU/100ml,MF,,San Diego,Silver Strand N End (Ocean),,Silver Strand State Beach,32.635800,-117.143170,2026-08-18
5104,IB-050,IB-050,2026-08-18,08:19:00,Enterococcus,=,2669,Copies/100ml,ddPCR,,San Diego,End of Seacoast Dr,,Imperial Beach Municipal Beach,32.566577,-117.133205,2026-08-18
5105,EH-010,EH-010,2026-08-18,08:09:00,Enterococcus,=,2170,Copies/100ml,ddPCR,,San Diego,Cortez Ave,,Imperial Beach Municipal Beach,32.572665,-117.133201,2026-08-18
5106,EH-030,EH-030,2026-08-18,07:58:00,Enterococcus,=,2432,Copies/100ml,ddPCR,,San Diego,Imperial Beach Pier,,Imperial Beach Municipal Beach,32.578750,-117.133186,2026-08-18
5107,IB-060,IB-060,2026-08-18,07:47:00,Enterococcus,=,3111,Copies/100ml,ddPCR,,San Diego,Carnation Ave.,,Imperial Beach Municipal Beach,32.585679,-117.133049,2026-08-18
5108,IB-068,IB-068,2026-08-18,07:30:00,Enterococcus,=,1322,Copies/100ml,ddPCR,,San Diego,Silver Strand - Guard Shack,,Silver Strand State Beach,32.626401,-117.139424,2026-08-18
5109,IB-079,IB-079,2026-08-18,07:14:00,Enterococcus,=,2361,Copies/100ml,ddPCR,,San Diego,Avenida Lunar,,Coronado City Beaches,32.674066,-117.172300,2026-08-18
5110,EH-050,EH-050,2026-08-18,06:43:00,Enterococcus,=,2955,Copies/100ml,ddPCR,,San Diego,Coronado Main Lifeguard Tower,,Coronado City Beaches,32.681840,-117.185260,2026-08-18
5111,EH-060,EH-060,2026-08-18,06:34:00,Enterococcus,=,367,Copies/100ml,ddPCR,,San Diego,Coronado North Beach,,Coronado City Beaches,32.685586,-117.194319,2026-08-18
5681,EH-060,EH-060,2026-08-17,09:15:00,Total Coliforms,=,68,MPN/100ml,MTF,,San Diego,Coronado North Beach,,Coronado City Beaches,32.685586,-117.194319,2026-08-17
5682,EH-060,EH-060,2026-08-17,09:15:00,Fecal Coliforms,=,18,MPN/100ml,MTF,,San Diego,Coronado North Beach,,Coronado City Beaches,32.685586,-117.194319,2026-08-17
5683,EH-060,EH-060,2026-08-17,09:15:00,Enterococcus,=,41,MPN/100ml,Enterolert,,San Diego,Coronado North Beach,,Coronado City Beaches,32.685586,-117.194319,2026-08-17
5055,EH-070,EH-070,2026-08-17,08:42:00,Enterococcus,=,485,Copies/100ml,ddPCR,,San Diego,Tidelands Park,,San Diego Bay,32.690123,-117.164404,2026-08-17
5699,EH-070,EH-070,2026-08-17,08:35:00,Enterococcus,<,10,MPN/100ml,MTF,,San Diego,Tidelands Park,,San Diego Bay,32.690123,-117.164404,2026-08-17
5700,EH-070,EH-070,2026-08-17,08:35:00,Fecal Coliforms,<,2,CFU/100ml,MF,,San Diego,Tidelands Park,,San Diego Bay,32.690123,-117.164404,2026-08-17
5701,EH-070,EH-070,2026-08-17,08:35:00,Total Coliforms,<,20,CFU/100ml,MF,,San Diego,Tidelands Park,,San Diego Bay,32.690123,-117.164404,2026-08-17
5048,EH-060,EH-060,2026-08-17,08:22:00,Enterococcus,=,1994,Copies/100ml,ddPCR,,San Diego,Coronado North Beach,,Coronado City Beaches,32.685586,-117.194319,2026-08-17
5047,EH-050,EH-050,2026-08-17,08:09:00,Enterococcus,=,17580,Copies/100ml,ddPCR,,San Diego,Coronado Main Lifeguard Tower,,Coronado City Beaches,32.681840,-117.185260,2026-08-17
5046,IB-079,IB-079,2026-08-17,07:50:00,Enterococcus,=,1922,Copies/100ml,ddPCR,,San Diego,Avenida Lunar,,Coronado City Beaches,32.674066,-117.172300,2026-08-17
5045,IB-068,IB-068,2026-08-17,07:30:00,Enterococcus,=,1633,Copies/100ml,ddPCR,,San Diego,Silver Strand - Guard Shack,,Silver Strand State Beach,32.626401,-117.139424,2026-08-17
5044,IB-060,IB-060,2026-08-17,07:13:00,Enterococcus,=,1376,Copies/100ml,ddPCR,,San Diego,Carnation Ave.,,Imperial Beach Municipal Beach,32.585679,-117.133049,2026-08-17
5043,EH-030,EH-030,2026-08-17,07:02:00,Enterococcus,=,2538,Copies/100ml,ddPCR,,San Diego,Imperial Beach Pier,,Imperial Beach Municipal Beach,32.578750,-117.133186,2026-08-17
5042,EH-010,EH-010,2026-08-17,06:52:00,Enterococcus,=,3111,Copies/100ml,ddPCR,,San Diego,Cortez Ave,,Imperial Beach Municipal Beach,32.572665,-117.133201,2026-08-17
5041,IB-050,IB-050,2026-08-17,06:40:00,Enterococcus,=,8745,Copies/100ml,ddPCR,,San Diego,End of Seacoast Dr,,Imperial Beach Municipal Beach,32.566577,-117.133205,2026-08-17
